NC,Bezeichnung,NUF,bezeichnung_no_special_ch,concat_text
111,wohnräume,NUF_1,wohnraume,wohnräume | wohnraume
67112,tagesklinischer pflegeplatz,NUF_6,tagesklinischer pflegeplatz,tagesklinischer pflegeplatz | tagesklinischer pflegeplatz
67113,kinderpflegebettenraum mit rlt 1,NUF_6,kinderpflegebettenraum mit rlt 1,kinderpflegebettenraum mit rlt 1 | kinderpflegebettenraum mit rlt 1
67114,"pflegebettenraum, raumklasse ii",NUF_6,"pflegebettenraum, raumklasse ii","pflegebettenraum, raumklasse ii | pflegebettenraum, raumklasse ii"
67121,neugeborenenpflegebettenraum mit rlt 2,NUF_6,neugeborenenpflegebettenraum mit rlt 2,neugeborenenpflegebettenraum mit rlt 2 | neugeborenenpflegebettenraum mit rlt 2
67122,säuglingspflegebettenraum mit rlt 2,NUF_6,sauglingspflegebettenraum mit rlt 2,säuglingspflegebettenraum mit rlt 2 | sauglingspflegebettenraum mit rlt 2
67131,langzeitpflegebettenraum mit rlt 2,NUF_6,langzeitpflegebettenraum mit rlt 2,langzeitpflegebettenraum mit rlt 2 | langzeitpflegebettenraum mit rlt 2
67132,leichtpflegebettenraum mit rlt 1,NUF_6,leichtpflegebettenraum mit rlt 1,leichtpflegebettenraum mit rlt 1 | leichtpflegebettenraum mit rlt 1
672,psychiatrische pflegebettenräume,NUF_6,psychiatrische pflegebettenraume,psychiatrische pflegebettenräume | psychiatrische pflegebettenraume
67211,psychiatrischer pflegeraum mit rlt 1,NUF_6,psychiatrischer pflegeraum mit rlt 1,psychiatrischer pflegeraum mit rlt 1 | psychiatrischer pflegeraum mit rlt 1
67212,psychiatrischer pflegeraum mit pflegestandard und rlt 1,NUF_6,psychiatrischer pflegeraum mit pflegestandard und rlt 1,psychiatrischer pflegeraum mit pflegestandard und rlt 1 | psychiatrischer pflegeraum mit pflegestandard und rlt 1
67213,time-out-raum mit rlt 2,NUF_6,time-out-raum mit rlt 2,time-out-raum mit rlt 2 | time-out-raum mit rlt 2
681,"postoperative überwachung, intensivmedizin",NUF_6,"postoperative uberwachung, intensivmedizin","postoperative überwachung, intensivmedizin | postoperative uberwachung, intensivmedizin"
68111,bettenraum intensivüberwachung (imc) mit rlt 3,NUF_6,bettenraum intensivuberwachung (imc) mit rlt 3,bettenraum intensivüberwachung (imc) mit rlt 3 | bettenraum intensivuberwachung (imc) mit rlt 3
68112,bettenraum intensivbehandlung (its) mit rlt 3,NUF_6,bettenraum intensivbehandlung (its) mit rlt 3,bettenraum intensivbehandlung (its) mit rlt 3 | bettenraum intensivbehandlung (its) mit rlt 3
68121,aufwachraum (postoperativ) mit rlt 2,NUF_6,aufwachraum (postoperativ) mit rlt 2,aufwachraum (postoperativ) mit rlt 2 | aufwachraum (postoperativ) mit rlt 2
68122,aufwachraum (postoperativ) mit rlt 3,NUF_6,aufwachraum (postoperativ) mit rlt 3,aufwachraum (postoperativ) mit rlt 3 | aufwachraum (postoperativ) mit rlt 3
682,räume mit besonderer med. ausstattung,NUF_6,raume mit besonderer med. ausstattung,räume mit besonderer med. ausstattung | raume mit besonderer med. ausstattung
68211,bettenraum für die behandlung brandverletzter/ verbrennungsstation mit rlt 3,NUF_6,bettenraum fur die behandlung brandverletzter/ verbrennungsstation mit rlt 3,bettenraum für die behandlung brandverletzter/ verbrennungsstation mit rlt 3 | bettenraum fur die behandlung brandverletzter/ verbrennungsstation mit rlt 3
68212,bettenraum für reverse isolation mit rlt 3,NUF_6,bettenraum fur reverse isolation mit rlt 3,bettenraum für reverse isolation mit rlt 3 | bettenraum fur reverse isolation mit rlt 3
68221,infektionspflegebettenraum mit rlt 1,NUF_6,infektionspflegebettenraum mit rlt 1,infektionspflegebettenraum mit rlt 1 | infektionspflegebettenraum mit rlt 1
68231,"bettenraum für strahlenpatienten, offene isotope und rlt 1",NUF_6,"bettenraum fur strahlenpatienten, offene isotope und rlt 1","bettenraum für strahlenpatienten, offene isotope und rlt 1 | bettenraum fur strahlenpatienten, offene isotope und rlt 1"
68232,"bettenraum für strahlenpatienten, umschlossene isotope und rlt 1",NUF_6,"bettenraum fur strahlenpatienten, umschlossene isotope und rlt 1","bettenraum für strahlenpatienten, umschlossene isotope und rlt 1 | bettenraum fur strahlenpatienten, umschlossene isotope und rlt 1"
68241,bettenraum für die pflege frühgeborener mit rlt 3,NUF_6,bettenraum fur die pflege fruhgeborener mit rlt 3,bettenraum für die pflege frühgeborener mit rlt 3 | bettenraum fur die pflege fruhgeborener mit rlt 3
68242,bettenraum für die pflege querschnittgelähmter,NUF_6,bettenraum fur die pflege querschnittgelahmter,bettenraum für die pflege querschnittgelähmter | bettenraum fur die pflege querschnittgelahmter
683,dialyseräume,NUF_6,dialyseraume,dialyseräume | dialyseraume
68311,behandlungsplatz dialyse mit rlt 2,NUF_6,behandlungsplatz dialyse mit rlt 2,behandlungsplatz dialyse mit rlt 2 | behandlungsplatz dialyse mit rlt 2
68312,intensivbehandlung akutdialyse mit rlt 3,NUF_6,intensivbehandlung akutdialyse mit rlt 3,intensivbehandlung akutdialyse mit rlt 3 | intensivbehandlung akutdialyse mit rlt 3
711,räume mit tech. anlagen zum betrieb nutzungsspezifischer geräte oder anlagen,NUF_7,raume mit tech. anlagen zum betrieb nutzungsspezifischer gerate oder anlagen,räume mit tech. anlagen zum betrieb nutzungsspezifischer geräte oder anlagen | raume mit tech. anlagen zum betrieb nutzungsspezifischer gerate oder anlagen
71111,raum für technik mit rlt 2,NUF_7,raum fur technik mit rlt 2,raum für technik mit rlt 2 | raum fur technik mit rlt 2
71112,hydrauliktechnikraum für geräte,NUF_7,hydrauliktechnikraum fur gerate,hydrauliktechnikraum für geräte | hydrauliktechnikraum fur gerate
71113,hydrauliktechnikraum für maschinen und anlagen,NUF_7,hydrauliktechnikraum fur maschinen und anlagen,hydrauliktechnikraum für maschinen und anlagen | hydrauliktechnikraum fur maschinen und anlagen
712,räume für edv-anlagen,NUF_7,raume fur edv-anlagen,räume für edv-anlagen | raume fur edv-anlagen
71211,dv-kleinrechneranlagenraum mit rlt 1,NUF_7,dv-kleinrechneranlagenraum mit rlt 1,dv-kleinrechneranlagenraum mit rlt 1 | dv-kleinrechneranlagenraum mit rlt 1
71212,raum für serveranlagen-bedienplatz mit rlt 1,NUF_7,raum fur serveranlagen-bedienplatz mit rlt 1,raum für serveranlagen-bedienplatz mit rlt 1 | raum fur serveranlagen-bedienplatz mit rlt 1
71221,dv-großrechneranlagenraum mit rlt 2,NUF_7,dv-grossrechneranlagenraum mit rlt 2,dv-großrechneranlagenraum mit rlt 2 | dv-grossrechneranlagenraum mit rlt 2
71222,serverraum mit sicherheitsanforderungen und rlt 2,NUF_7,serverraum mit sicherheitsanforderungen und rlt 2,serverraum mit sicherheitsanforderungen und rlt 2 | serverraum mit sicherheitsanforderungen und rlt 2
713,schalträume für nutzungsspezifische technische anlagen,NUF_7,schaltraume fur nutzungsspezifische technische anlagen,schalträume für nutzungsspezifische technische anlagen | schaltraume fur nutzungsspezifische technische anlagen
71311,schaltraum,NUF_7,schaltraum,schaltraum | schaltraum
71312,schaltraum mit bes. bauk./ tech. anf. und rlt 1,NUF_7,schaltraum mit bes. bauk./ tech. anf. und rlt 1,schaltraum mit bes. bauk./ tech. anf. und rlt 1 | schaltraum mit bes. bauk./ tech. anf. und rlt 1
71313,schaltraum für förderanlagen mit rlt 1,NUF_7,schaltraum fur forderanlagen mit rlt 1,schaltraum für förderanlagen mit rlt 1 | schaltraum fur forderanlagen mit rlt 1
71314,schaltraum für anlagen mit rlt 1,NUF_7,schaltraum fur anlagen mit rlt 1,schaltraum für anlagen mit rlt 1 | schaltraum fur anlagen mit rlt 1
714,schaltwarten für nutzungsspezifische anlagen angegliederter/ benachbarter räume,NUF_7,schaltwarten fur nutzungsspezifische anlagen angegliederter/ benachbarter raume,schaltwarten für nutzungsspezifische anlagen angegliederter/ benachbarter räume | schaltwarten fur nutzungsspezifische anlagen angegliederter/ benachbarter raume
71411,schaltraum radiologie mit rlt 2,NUF_7,schaltraum radiologie mit rlt 2,schaltraum radiologie mit rlt 2 | schaltraum radiologie mit rlt 2
71412,schaltraum op mit rlt 3,NUF_7,schaltraum op mit rlt 3,schaltraum op mit rlt 3 | schaltraum op mit rlt 3
71413,raum für sonderbedienung tierhaltung/ versuchssteuerung mit rlt 2,NUF_7,raum fur sonderbedienung tierhaltung/ versuchssteuerung mit rlt 2,raum für sonderbedienung tierhaltung/ versuchssteuerung mit rlt 2 | raum fur sonderbedienung tierhaltung/ versuchssteuerung mit rlt 2
71414,raum für sondersystem (z.b. monitoring / gmp) mit rlt 2,NUF_7,raum fur sondersystem (z.b. monitoring / gmp) mit rlt 2,raum für sondersystem (z.b. monitoring / gmp) mit rlt 2 | raum fur sondersystem (z.b. monitoring / gmp) mit rlt 2
71415,bedien- / auswertraum röntgen mit rlt 2,NUF_7,bedien- / auswertraum rontgen mit rlt 2,bedien- / auswertraum röntgen mit rlt 2 | bedien- / auswertraum rontgen mit rlt 2
715,"regieräume, vorführkabinen",NUF_7,"regieraume, vorfuhrkabinen","regieräume, vorführkabinen | regieraume, vorfuhrkabinen"
71511,regieraum mit rlt 2,NUF_7,regieraum mit rlt 2,regieraum mit rlt 2 | regieraum mit rlt 2
71521,projektionsraum mit rlt 1,NUF_7,projektionsraum mit rlt 1,projektionsraum mit rlt 1 | projektionsraum mit rlt 1
71522,filmvorführraum mit rlt 1,NUF_7,filmvorfuhrraum mit rlt 1,filmvorführraum mit rlt 1 | filmvorfuhrraum mit rlt 1
719,räume für nutzungsspezifische technische ver- und entsorgung,NUF_7,raume fur nutzungsspezifische technische ver- und entsorgung,räume für nutzungsspezifische technische ver- und entsorgung | raume fur nutzungsspezifische technische ver- und entsorgung
71911,"entsorgungsraum abwasser für geräte, maschinen und anlagen",NUF_7,"entsorgungsraum abwasser fur gerate, maschinen und anlagen","entsorgungsraum abwasser für geräte, maschinen und anlagen | entsorgungsraum abwasser fur gerate, maschinen und anlagen"
71912,abwasseraufbereitung und neutralisation mit rlt1,NUF_7,abwasseraufbereitung und neutralisation mit rlt1,abwasseraufbereitung und neutralisation mit rlt1 | abwasseraufbereitung und neutralisation mit rlt1
71921,raum für wasseraufbereitung,NUF_7,raum fur wasseraufbereitung,raum für wasseraufbereitung | raum fur wasseraufbereitung
71941,"versorgungsraum gase für geräte, maschinen und anlagen",NUF_7,"versorgungsraum gase fur gerate, maschinen und anlagen","versorgungsraum gase für geräte, maschinen und anlagen | versorgungsraum gase fur gerate, maschinen und anlagen"
71942,"versorgungsraum flüssigkeiten für geräte, maschinen und anlagen",NUF_7,"versorgungsraum flussigkeiten fur gerate, maschinen und anlagen","versorgungsraum flüssigkeiten für geräte, maschinen und anlagen | versorgungsraum flussigkeiten fur gerate, maschinen und anlagen"
71943,"versorgungsraum druckluft für geräte, maschinen und anlagen",NUF_7,"versorgungsraum druckluft fur gerate, maschinen und anlagen","versorgungsraum druckluft für geräte, maschinen und anlagen | versorgungsraum druckluft fur gerate, maschinen und anlagen"
71944,schwarzdampf-erzeugung,NUF_7,schwarzdampf-erzeugung,schwarzdampf-erzeugung | schwarzdampf-erzeugung
71945,reindampf-erzeugung,NUF_7,reindampf-erzeugung,reindampf-erzeugung | reindampf-erzeugung
71951,"versorgungsraum strom für geräte, maschinen und anlagen",NUF_7,"versorgungsraum strom fur gerate, maschinen und anlagen","versorgungsraum strom für geräte, maschinen und anlagen | versorgungsraum strom fur gerate, maschinen und anlagen"
71952,raum für notstromversorgung,NUF_7,raum fur notstromversorgung,raum für notstromversorgung | raum fur notstromversorgung
71953,raum für dieselaggregat,NUF_7,raum fur dieselaggregat,raum für dieselaggregat | raum fur dieselaggregat
71954,batterieraum,NUF_7,batterieraum,batterieraum | batterieraum
71961,"versorgungsraum fernmeldetechnik für geräte, maschinen und anlagen",NUF_7,"versorgungsraum fernmeldetechnik fur gerate, maschinen und anlagen","versorgungsraum fernmeldetechnik für geräte, maschinen und anlagen | versorgungsraum fernmeldetechnik fur gerate, maschinen und anlagen"
71962,"versorgungsraum datentechnik für geräte, maschinen und anlagen",NUF_7,"versorgungsraum datentechnik fur gerate, maschinen und anlagen","versorgungsraum datentechnik für geräte, maschinen und anlagen | versorgungsraum datentechnik fur gerate, maschinen und anlagen"
71963,"meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.)",NUF_7,"meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.)","meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.) | meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.)"
71973,"versorgungsraum kälte für geräte, maschinen und anlagen",NUF_7,"versorgungsraum kalte fur gerate, maschinen und anlagen","versorgungsraum kälte für geräte, maschinen und anlagen | versorgungsraum kalte fur gerate, maschinen und anlagen"
71981,maschinenraum für rohrpostanlage,NUF_7,maschinenraum fur rohrpostanlage,maschinenraum für rohrpostanlage | maschinenraum fur rohrpostanlage
721,räume für abwasseraufbereitung und -beseitigung,NUF_7,raume fur abwasseraufbereitung und -beseitigung,räume für abwasseraufbereitung und -beseitigung | raume fur abwasseraufbereitung und -beseitigung
72111,raum für abwasserbeseitigung,NUF_7,raum fur abwasserbeseitigung,raum für abwasserbeseitigung | raum fur abwasserbeseitigung
72112,abwasseraufbereitung und neutralisation mit rlt 1,NUF_7,abwasseraufbereitung und neutralisation mit rlt 1,abwasseraufbereitung und neutralisation mit rlt 1 | abwasseraufbereitung und neutralisation mit rlt 1
722,räume für wasserversorgung,NUF_7,raume fur wasserversorgung,räume für wasserversorgung | raume fur wasserversorgung
72211,raum für wasserversorgung,NUF_7,raum fur wasserversorgung,raum für wasserversorgung | raum fur wasserversorgung
72212,raum für wasseraufbereitung,NUF_7,raum fur wasseraufbereitung,raum für wasseraufbereitung | raum fur wasseraufbereitung
723,räume für wärmeversorgung,NUF_7,raume fur warmeversorgung,räume für wärmeversorgung | raume fur warmeversorgung
72311,zentraler versorgungsraum wärme,NUF_7,zentraler versorgungsraum warme,zentraler versorgungsraum wärme | zentraler versorgungsraum warme
72312,zentraler raum für heizbrennstoffe fest,NUF_7,zentraler raum fur heizbrennstoffe fest,zentraler raum für heizbrennstoffe fest | zentraler raum fur heizbrennstoffe fest
72313,zentraler raum für heizbrennstoffe flüssig,NUF_7,zentraler raum fur heizbrennstoffe flussig,zentraler raum für heizbrennstoffe flüssig | zentraler raum fur heizbrennstoffe flussig
724,räume zur versorgung mit gasen und flüssigkeiten,NUF_7,raume zur versorgung mit gasen und flussigkeiten,räume zur versorgung mit gasen und flüssigkeiten | raume zur versorgung mit gasen und flussigkeiten
72411,schwarzdampf-erzeugung,NUF_7,schwarzdampf-erzeugung,schwarzdampf-erzeugung | schwarzdampf-erzeugung
72412,reindampf-erzeugung,NUF_7,reindampf-erzeugung,reindampf-erzeugung | reindampf-erzeugung
72413,versorgungsraum gase,NUF_7,versorgungsraum gase,versorgungsraum gase | versorgungsraum gase
72414,versorgungsraum flüssigkeiten,NUF_7,versorgungsraum flussigkeiten,versorgungsraum flüssigkeiten | versorgungsraum flussigkeiten
72415,versorgungsraum druckluft,NUF_7,versorgungsraum druckluft,versorgungsraum druckluft | versorgungsraum druckluft
725,räume für stromversorgung,NUF_7,raume fur stromversorgung,räume für stromversorgung | raume fur stromversorgung
72511,raum für elektrische stromversorgung,NUF_7,raum fur elektrische stromversorgung,raum für elektrische stromversorgung | raum fur elektrische stromversorgung
72512,raum für notstromversorgung,NUF_7,raum fur notstromversorgung,raum für notstromversorgung | raum fur notstromversorgung
72513,raum für dieselaggregat,NUF_7,raum fur dieselaggregat,raum für dieselaggregat | raum fur dieselaggregat
72514,batterieraum,NUF_7,batterieraum,batterieraum | batterieraum
726,räume für fernmelde-/datentechnik,NUF_7,raume fur fernmelde-/datentechnik,räume für fernmelde-/datentechnik | raume fur fernmelde-/datentechnik
72611,raum für fernmeldetechnik,NUF_7,raum fur fernmeldetechnik,raum für fernmeldetechnik | raum fur fernmeldetechnik
72612,raum für datentechnik,NUF_7,raum fur datentechnik,raum für datentechnik | raum fur datentechnik
727,räume für luft-/ kälteversorgung,NUF_7,raume fur luft-/ kalteversorgung,räume für luft-/ kälteversorgung | raume fur luft-/ kalteversorgung
72711,zentraler versorgungsraum luft ohne kälte,NUF_7,zentraler versorgungsraum luft ohne kalte,zentraler versorgungsraum luft ohne kälte | zentraler versorgungsraum luft ohne kalte
72712,zentraler versorgungsraum luft mit kälte,NUF_7,zentraler versorgungsraum luft mit kalte,zentraler versorgungsraum luft mit kälte | zentraler versorgungsraum luft mit kalte
728,räume für förderanlagen,NUF_7,raume fur forderanlagen,räume für förderanlagen | raume fur forderanlagen
72811,zentraler versorgungsraum förderanlagen,NUF_7,zentraler versorgungsraum forderanlagen,zentraler versorgungsraum förderanlagen | zentraler versorgungsraum forderanlagen
729,raum für sonstige ver- und entsorgung,NUF_7,raum fur sonstige ver- und entsorgung,raum für sonstige ver- und entsorgung | raum fur sonstige ver- und entsorgung
72911,sonstiger zentraler ver- u. entsorgungsraum,NUF_7,sonstiger zentraler ver- u. entsorgungsraum,sonstiger zentraler ver- u. entsorgungsraum | sonstiger zentraler ver- u. entsorgungsraum
731,abstellraum sowie dach- und kellerabstellraum,NUF_7,abstellraum sowie dach- und kellerabstellraum,abstellraum sowie dach- und kellerabstellraum | abstellraum sowie dach- und kellerabstellraum
73111,"abstellraum, einfacher ausbau",NUF_7,"abstellraum, einfacher ausbau","abstellraum, einfacher ausbau | abstellraum, einfacher ausbau"
73112,abstellraum,NUF_7,abstellraum,abstellraum | abstellraum
73113,abstellraum mit rlt 1,NUF_7,abstellraum mit rlt 1,abstellraum mit rlt 1 | abstellraum mit rlt 1
732,fahrrad-/ kinderwagenabstellräume,NUF_7,fahrrad-/ kinderwagenabstellraume,fahrrad-/ kinderwagenabstellräume | fahrrad-/ kinderwagenabstellraume
73211,fahrradabstellraum,NUF_7,fahrradabstellraum,fahrradabstellraum | fahrradabstellraum
73221,kinderwagenabstellraum,NUF_7,kinderwagenabstellraum,kinderwagenabstellraum | kinderwagenabstellraum
733,müllsammelräume,NUF_7,mullsammelraume,müllsammelräume | mullsammelraume
73311,müllsammelraum,NUF_7,mullsammelraum,müllsammelraum | mullsammelraum
73312,müllsammelraum mit rlt 1,NUF_7,mullsammelraum mit rlt 1,müllsammelraum mit rlt 1 | mullsammelraum mit rlt 1
73313,müllsammelraum gekühlt mit rlt 2,NUF_7,mullsammelraum gekuhlt mit rlt 2,müllsammelraum gekühlt mit rlt 2 | mullsammelraum gekuhlt mit rlt 2
734,transportgeräteabstellräume,NUF_7,transportgerateabstellraume,transportgeräteabstellräume | transportgerateabstellraume
73411,kfa/ awt- container-stauraum,NUF_7,kfa/ awt- container-stauraum,kfa/ awt- container-stauraum | kfa/ awt- container-stauraum
73412,kfa/ awt-station und containerbahnhof,NUF_7,kfa/ awt-station und containerbahnhof,kfa/ awt-station und containerbahnhof | kfa/ awt-station und containerbahnhof
73421,krankentransportgeräteraum,NUF_7,krankentransportgerateraum,krankentransportgeräteraum | krankentransportgerateraum
741,"garagen aller art, mittlere höhe < 4,50 m",NUF_7,"garagen aller art, mittlere hohe < 4,50 m","garagen aller art, mittlere höhe < 4,50 m | garagen aller art, mittlere hohe < 4,50 m"
74111,"abstellfläche für kfz, einfach",NUF_7,"abstellflache fur kfz, einfach","abstellfläche für kfz, einfach | abstellflache fur kfz, einfach"
74112,abstellfläche für kfz,NUF_7,abstellflache fur kfz,abstellfläche für kfz | abstellflache fur kfz
74121,abstellfläche für kfz im gebäude integriert,NUF_7,abstellflache fur kfz im gebaude integriert,abstellfläche für kfz im gebäude integriert | abstellflache fur kfz im gebaude integriert
74122,abstellfläche für kfz im gebäude integriert mit rlt 1,NUF_7,abstellflache fur kfz im gebaude integriert mit rlt 1,abstellfläche für kfz im gebäude integriert mit rlt 1 | abstellflache fur kfz im gebaude integriert mit rlt 1
74131,kfz-abstellfläche mit sicherheitsanforderungen,NUF_7,kfz-abstellflache mit sicherheitsanforderungen,kfz-abstellfläche mit sicherheitsanforderungen | kfz-abstellflache mit sicherheitsanforderungen
74211,großgeräteabstellfläche,NUF_7,grossgerateabstellflache,großgeräteabstellfläche | grossgerateabstellflache
74212,großgeräteabstellfläche mit rlt 1,NUF_7,grossgerateabstellflache mit rlt 1,großgeräteabstellfläche mit rlt 1 | grossgerateabstellflache mit rlt 1
74221,kettenfahrzeugabstellfläche,NUF_7,kettenfahrzeugabstellflache,kettenfahrzeugabstellfläche | kettenfahrzeugabstellflache
74231,schienenfahrzeugabstellfläche,NUF_7,schienenfahrzeugabstellflache,schienenfahrzeugabstellfläche | schienenfahrzeugabstellflache
74241,luftfahrzeugabstellfläche,NUF_7,luftfahrzeugabstellflache,luftfahrzeugabstellfläche | luftfahrzeugabstellflache
74251,wasserfahrzeugabstellfläche landseitig,NUF_7,wasserfahrzeugabstellflache landseitig,wasserfahrzeugabstellfläche landseitig | wasserfahrzeugabstellflache landseitig
74252,wasserfahrzeugabstellfläche seeseitig,NUF_7,wasserfahrzeugabstellflache seeseitig,wasserfahrzeugabstellfläche seeseitig | wasserfahrzeugabstellflache seeseitig
751,fahrgastflächen,NUF_7,fahrgastflachen,fahrgastflächen | fahrgastflachen
75111,bahnsteig,NUF_7,bahnsteig,bahnsteig | bahnsteig
75112,fahrsteig,NUF_7,fahrsteig,fahrsteig | fahrsteig
75113,flugsteig,NUF_7,flugsteig,flugsteig | flugsteig
75114,landesteg,NUF_7,landesteg,landesteg | landesteg
761,schutzraum,NUF_7,schutzraum,schutzraum | schutzraum
76111,ziviler schutzraum,NUF_7,ziviler schutzraum,ziviler schutzraum | ziviler schutzraum
76112,militärischer schutzraum,NUF_7,militarischer schutzraum,militärischer schutzraum | militarischer schutzraum
76113,abc schutzraum,NUF_7,abc schutzraum,abc schutzraum | abc schutzraum
762,mehrzweckschutzraum,NUF_7,mehrzweckschutzraum,mehrzweckschutzraum | mehrzweckschutzraum
76211,ziviler schutzraum als mehrzweckraum,NUF_7,ziviler schutzraum als mehrzweckraum,ziviler schutzraum als mehrzweckraum | ziviler schutzraum als mehrzweckraum
76212,militärischer schutzraum als mehrzweckraum,NUF_7,militarischer schutzraum als mehrzweckraum,militärischer schutzraum als mehrzweckraum | militarischer schutzraum als mehrzweckraum
771,nicht ausgebaute nutzungsfläche,NUF_7,nicht ausgebaute nutzungsflache,nicht ausgebaute nutzungsfläche | nicht ausgebaute nutzungsflache
77111,nicht ausgebaute aufenhaltsfläche,NUF_7,nicht ausgebaute aufenhaltsflache,nicht ausgebaute aufenhaltsfläche | nicht ausgebaute aufenhaltsflache
77112,nicht ausgebaute bürofläche,NUF_7,nicht ausgebaute buroflache,nicht ausgebaute bürofläche | nicht ausgebaute buroflache
77113,nicht ausgebaute laborfläche,NUF_7,nicht ausgebaute laborflache,nicht ausgebaute laborfläche | nicht ausgebaute laborflache
77114,nicht ausgebaute lagerfläche,NUF_7,nicht ausgebaute lagerflache,nicht ausgebaute lagerfläche | nicht ausgebaute lagerflache
781,toiletten,NUF_7,toiletten,toiletten | toiletten
78111,toilette,NUF_7,toilette,toilette | toilette
78112,toilette mit rlt 1,NUF_7,toilette mit rlt 1,toilette mit rlt 1 | toilette mit rlt 1
78113,toilette barrierefrei mit rlt 1,NUF_7,toilette barrierefrei mit rlt 1,toilette barrierefrei mit rlt 1 | toilette barrierefrei mit rlt 1
78114,patiententoilette mit rlt 1,NUF_7,patiententoilette mit rlt 1,patiententoilette mit rlt 1 | patiententoilette mit rlt 1
78115,toilette mit strahlenschutzmaßnahmen und  rlt 2,NUF_7,toilette mit strahlenschutzmassnahmen und  rlt 2,toilette mit strahlenschutzmaßnahmen und  rlt 2 | toilette mit strahlenschutzmassnahmen und  rlt 2
782,wickelräume/ schminkräume/ wellnessbereich,NUF_7,wickelraume/ schminkraume/ wellnessbereich,wickelräume/ schminkräume/ wellnessbereich | wickelraume/ schminkraume/ wellnessbereich
78211,wickelraum,NUF_7,wickelraum,wickelraum | wickelraum
78212,wickelraum mit waschtisch,NUF_7,wickelraum mit waschtisch,wickelraum mit waschtisch | wickelraum mit waschtisch
78213,wickelraum mit waschtisch und rlt 1,NUF_7,wickelraum mit waschtisch und rlt 1,wickelraum mit waschtisch und rlt 1 | wickelraum mit waschtisch und rlt 1
78221,schminkraum,NUF_7,schminkraum,schminkraum | schminkraum
78222,schminkraum mit waschtisch,NUF_7,schminkraum mit waschtisch,schminkraum mit waschtisch | schminkraum mit waschtisch
78223,schminkraum mit waschbecken und rlt 1,NUF_7,schminkraum mit waschbecken und rlt 1,schminkraum mit waschbecken und rlt 1 | schminkraum mit waschbecken und rlt 1
78231,saunaraum,NUF_7,saunaraum,saunaraum | saunaraum
78232,wellnessraum,NUF_7,wellnessraum,wellnessraum | wellnessraum
783,"sanitärräume/ -flächen: duschen, baden, waschen",NUF_7,"sanitarraume/ -flachen: duschen, baden, waschen","sanitärräume/ -flächen: duschen, baden, waschen | sanitarraume/ -flachen: duschen, baden, waschen"
78311,sanitärraum,NUF_7,sanitarraum,sanitärraum | sanitarraum
78312,sanitärraum mit rlt 1,NUF_7,sanitarraum mit rlt 1,sanitärraum mit rlt 1 | sanitarraum mit rlt 1
78313,sanitärzelle patientenzimmer mit rlt 1,NUF_7,sanitarzelle patientenzimmer mit rlt 1,sanitärzelle patientenzimmer mit rlt 1 | sanitarzelle patientenzimmer mit rlt 1
78314,sanitärzelle patientenzimmmer mit bes. hygienischen anf. mit rlt 1,NUF_7,sanitarzelle patientenzimmmer mit bes. hygienischen anf. mit rlt 1,sanitärzelle patientenzimmmer mit bes. hygienischen anf. mit rlt 1 | sanitarzelle patientenzimmmer mit bes. hygienischen anf. mit rlt 1
78315,sanitärzelle mit strahlenschutzmaßnahmen und rlt 2,NUF_7,sanitarzelle mit strahlenschutzmassnahmen und rlt 2,sanitärzelle mit strahlenschutzmaßnahmen und rlt 2 | sanitarzelle mit strahlenschutzmassnahmen und rlt 2
78316,waschraum,NUF_7,waschraum,waschraum | waschraum
78317,waschraum mit rlt 1,NUF_7,waschraum mit rlt 1,waschraum mit rlt 1 | waschraum mit rlt 1
78318,waschraum barrierefrei mit rlt 1,NUF_7,waschraum barrierefrei mit rlt 1,waschraum barrierefrei mit rlt 1 | waschraum barrierefrei mit rlt 1
78319,waschraum mit strahlenschutzmaßnahmen und rlt 1,NUF_7,waschraum mit strahlenschutzmassnahmen und rlt 1,waschraum mit strahlenschutzmaßnahmen und rlt 1 | waschraum mit strahlenschutzmassnahmen und rlt 1
78321,duschraum / baderaum,NUF_7,duschraum / baderaum,duschraum / baderaum | duschraum / baderaum
78322,duschraum / baderaum mit rlt 1,NUF_7,duschraum / baderaum mit rlt 1,duschraum / baderaum mit rlt 1 | duschraum / baderaum mit rlt 1
78323,duschraum / baderaum barrierefrei mit rlt 1,NUF_7,duschraum / baderaum barrierefrei mit rlt 1,duschraum / baderaum barrierefrei mit rlt 1 | duschraum / baderaum barrierefrei mit rlt 1
78324,patientendusche / patientenbad mit rlt 1,NUF_7,patientendusche / patientenbad mit rlt 1,patientendusche / patientenbad mit rlt 1 | patientendusche / patientenbad mit rlt 1
78325,duschraum mit strahlenschutzmaßnahmen mit rlt 1,NUF_7,duschraum mit strahlenschutzmassnahmen mit rlt 1,duschraum mit strahlenschutzmaßnahmen mit rlt 1 | duschraum mit strahlenschutzmassnahmen mit rlt 1
78331,waschraum,NUF_7,waschraum,waschraum | waschraum
78332,waschraum mit rlt 1,NUF_7,waschraum mit rlt 1,waschraum mit rlt 1 | waschraum mit rlt 1
78333,duschraum,NUF_7,duschraum,duschraum | duschraum
